url,uni,aca,name
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/20150206124737378779_20150206124802908635/index.htm, 北京理工大学,自动化学院,许向阳
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/20150206124815098101/index.htm, 北京理工大学,自动化学院,戴忠健
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/20150206124828097153/index.htm, 北京理工大学,自动化学院,刘向东
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/zs_20150204133030604020_20150206124837748070/index.htm, 北京理工大学,自动化学院,廖晓钟
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/20150206124851280580/index.htm, 北京理工大学,自动化学院,董  宁
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/zs_20150204133030604020_20150206124903484480/index.htm, 北京理工大学,自动化学院,赖  汝
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/20150206124915582961/index.htm, 北京理工大学,自动化学院,郝轶宁
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/20150206124915582961_20150206130951258038/index.htm, 北京理工大学,自动化学院,盛永智
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/20150206131440981597/index.htm, 北京理工大学,自动化学院,由育阳
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/20150206131454479761/index.htm, 北京理工大学,自动化学院,姚小兰
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/20150206131454479761_20150206131705728665/index.htm, 北京理工大学,自动化学院,耿庆波
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/20150206131716833161/index.htm, 北京理工大学,自动化学院,费  庆
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/20150206131735189339/index.htm, 北京理工大学,自动化学院,李保奎
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/20150206131735189339_20150206131800572405/index.htm, 北京理工大学,自动化学院,胡浩平
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/cxy/index.htm, 北京理工大学,自动化学院,曾祥远
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/zs_20150206100312182856/index.htm, 北京理工大学,自动化学院,陈  杰
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/zs_20150206095716652319_20150206102710028167/index.htm, 北京理工大学,自动化学院,方  浩
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/zs_20150206095716652319_20150206114649530922/index.htm, 北京理工大学,自动化学院,窦丽华
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/zs_20150206095716652319_20150206114710492303/index.htm, 北京理工大学,自动化学院,彭志红
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/20150206114727841843/index.htm, 北京理工大学,自动化学院,孙  健
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/zs_20150206095716652319_20150206115254150906/index.htm, 北京理工大学,自动化学院,蔡  涛
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/20150206115426467435/index.htm, 北京理工大学,自动化学院,张  娟
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/20150206115426467435_20150206115435890571/index.htm, 北京理工大学,自动化学院,陈文颉
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/20150206115445413049/index.htm, 北京理工大学,自动化学院,甘明刚
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/zs_20150206095716652319/index.htm, 北京理工大学,自动化学院,邓  方
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/20150206115445413049_20150206115457519111/index.htm, 北京理工大学,自动化学院,白永强
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/20150206115507482645/index.htm, 北京理工大学,自动化学院,陈  晨
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/20150206115507482645_20150206115521306749/index.htm, 北京理工大学,自动化学院,辛  斌
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/20150206115507482645_20150206115529451172/index.htm, 北京理工大学,自动化学院,张  佳
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/20150206115538155601/index.htm, 北京理工大学,自动化学院,潘  峰
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/20150206115538155601_20150206115549307941/index.htm, 北京理工大学,自动化学院,高  岩
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/20150206115558187442/index.htm, 北京理工大学,自动化学院,高  琪
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs/20150206115558187442_20150206115609047591/index.htm, 北京理工大学,自动化学院,李位星
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs_20150206131517284801/zs_20150206100312182856_20150206131517284801/index.htm, 北京理工大学,自动化学院,汪顺亭
http://ac.bit.edu.cn/szdw/jsdw/mssbyznxtyjs_20150206131517284801/20150206131518121290/index.htm, 北京理工大学,自动化学院,汪  渤
